file,bytes,rows,columns,md5
2026-06-2JETOA_BASALT_part1.csv,11170979,13757,171,8f308f97ca30816ec9f90d4f4b2e179e
2026-06-2JETOA_BASALT_part2.csv,8647635,10597,171,a5aa864a4e782e802bc8956221b32c50
2026-06-2JETOA_BASALT_part3.csv,9146475,10891,171,f83513c291c24f0478f61897de95c916
2026-06-2JETOA_BASALT_part4.csv,7142202,8315,171,0007e23fda2426076a8a668c3f0072cf
2026-06-2JETOA_BASALT_part5.csv,7138949,8516,171,13f1fec67dce990df7e1322b83f071ee
2026-06-2JETOA_BASALT_part6.csv,8470368,10457,171,1af9e25df8fb49f94a3894253e01e763
2026-06-2JETOA_BASALT_part7.csv,12507299,15748,171,0e51503f7a3c3e16673777204fb6a696
2026-06-2JETOA_BASALT_part8.csv,13064013,16219,171,2dfe3dc7b7c649ce1415eabe7a825e71
2026-06-2JETOA_BASALT_part9.csv,12268403,15382,171,04af4b556dbea3f2a9b0468976c7225c
