province,georoc_citation_id,mapped,doi,year,title,doi_overlap_petdb,title_overlap_petdb,publication_overlap_petdb
Southern Andean Volcanic Zone,24213,True,10.1016/j.jsames.2020.102713,2020.0,THE LATE EOCENE-EARLY MIOCENE EL MAITÉN BELT EVOLUTION: MAGMATIC RESPONSE TO THE CHANGING SUBDUCTION ZONE GEODYNAMICS,False,False,False
Southern Andean Volcanic Zone,24347,True,10.1016/j.jvolgeores.2020.107101,2020.0,"TECTONIC CONSTRAINTS ON A MAGMATIC PLUMBING SYSTEM: THE QUETRUPILLÁN VOLCANIC COMPLEX (39°30^ S, 71°43^ W), SOUTHERN ANDES, CHILE",False,False,False
Southern Andean Volcanic Zone,24895,True,10.1016/j.jvolgeores.2021.107279,2021.0,"CALBUCO, A MONOTONOUS ANDESITIC HIGH-FLUX VOLCANO IN THE SOUTHERN ANDES, CHILE",False,False,False
Southern Andean Volcanic Zone,24938,True,10.1007/s00410-021-01803-7,2021.0,"THE PETROLOGY OF A HAZARDOUS VOLCANO: CALBUCO (CENTRAL SOUTHERN VOLCANIC ZONE, CHILE)",False,False,False
Southern Andean Volcanic Zone,25615,True,10.1029/2021GC010071,2022.0,"THE SIGNATURE OF METASOMATIZED SUBCONTINENTAL LITHOSPHERIC MANTLE IN THE BASALTIC MAGMATISM OF THE PAYENIA VOLCANIC PROVINCE, ARGENTINA",False,False,False
Southern Andean Volcanic Zone,25933,True,10.1016/j.jsames.2022.103875,2022.0,CONTRASTING SOURCES AND CONDITIONS OF SHALLOW MAGMATIC RESERVOIRS OF THE FUI GROUP SMALL ERUPTIVE CENTRES ASSOCIATED WITH THE LIQUIÑE-OFQUI FAULT ZONE (CHILEAN ANDES),False,False,False
Southern Andean Volcanic Zone,26149,True,10.1016/j.lithos.2022.106777,2022.0,"PETROLOGY OF THE MAGMATIC SYSTEM BENEATH OSORNO VOLCANO (CENTRAL SOUTHERN VOLCANIC ZONE, CHILE)",False,False,False
Southern Andean Volcanic Zone,26538,True,10.1016/j.jsames.2023.104229,2023.0,"TWO MILLION YEARS OF EVOLUTION OF THE SOUTHERN CENTRAL ANDES RETROARC, PAYENIA VOLCANIC PROVINCE, ARGENTINA, FROM THE STUDY OF THE CERRO NEVADO VOLCANIC COMPLEX",False,False,False
Southern Andean Volcanic Zone,26660,True,10.1007/s00531-013-0917-1,2014.0,INSIGHTS FROM TRACE ELEMENT GEOCHEMISTRY AS TO THE ROLES OF SUBDUCTION ZONE GEOMETRY AND SUBDUCTION INPUT ON THE CHEMISTRY OF ARC MAGMAS,False,False,False
Southern Andean Volcanic Zone,26676,True,10.1130/B31303.1,2016.0,LATE OLIGOCENE-EARLY MIOCENE SUBMARINE VOLCANISM AND DEEP-MARINE SEDIMENTATION IN AN EXTENSIONAL BASIN OF SOUTHERN CHILE: IMPLICATIONS FOR THE TECTONIC DEVELOPMENT OF THE NORTH PATAGONIAN ANDES,False,False,False
Southern Andean Volcanic Zone,26689,True,10.5382/econgeo.4738,2020.0,"EXPLORATION TARGETING IN PORPHYRY CU SYSTEMS USING PROPYLITIC MINERAL CHEMISTRY: A CASE STUDY OF THE EL TENIENTE DEPOSIT, CHILE",False,False,False
Southern Andean Volcanic Zone,26705,True,10.1093/petrology/egac105,2022.0,"THE MAGMATIC EVOLUTION AND THE REGIONAL CONTEXT OF THE 1835 AD OSORNO VOLCANO PRODUCTS (41°06^S, SOUTHERN CHILE)",False,False,False
Southern Andean Volcanic Zone,27210,True,10.2113/gsecongeo.105.1.119,2010.0,"MULTISTAGE INTRUSION, BRECCIATION, AND VEINING AT EL TENIENTE, CHILE: EVOLUTION OF A NESTED PORPHYRY SYSTEM",False,False,False
Southern Andean Volcanic Zone,27233,True,10.1016/j.jsames.2023.104697,2024.0,"TWO-STAGE EVOLUTION OF A BIMODAL RESERVOIR: THE CASE OF HOLOCENE LAVAS OF THE LANÍN COMPOSITE VOLCANO, SOUTHERN VOLCANIC ZONE, CHILE",False,False,False
Southern Andean Volcanic Zone,28866,True,10.1007/978-3-642-77353-2_14,1994.0,EARLY JURASSIC TO EARLY CRETACEOUS MAGMATISM IN THE COASTAL CORDILLERA AND THE CENTRAL DEPRESSION OF NORTH CHILE,False,False,False
Southern Andean Volcanic Zone,28869,True,10.1016/j.lithos.2013.08.014,2013.0,THE EARLY ANDEAN SUBDUCTION SYSTEM AS AN ANALOG TO ISLAND ARCS: EVIDENCE FROM ACROSS-ARC GEOCHEMICAL VARIATIONS IN NORTHERN CHILE,False,False,False
Southern Andean Volcanic Zone,28873,True,10.1016/j.gsf.2015.08.009,2016.0,EARLY PERMIAN ARC-RELATED VOLCANISM AND SEDIMENTATION AT THE WESTERN MARGIN OF GONDWANA: INSIGHT FROM THE CHOIYOI GROUP LOWER SECTION,False,False,False
Southern Andean Volcanic Zone,28880,True,10.1016/j.tecto.2016.12.024,2017.0,"EVOLUTION OF EOCENE TO OLIGOCENE ARC-RELATED VOLCANISM IN THE NORTH PATAGONIAN ANDES (39-41°S), PRIOR TO THE BREAK-UP OF THE FARALLON PLATE",False,False,False
Southern Andean Volcanic Zone,29705,False,,,,False,False,False
Southern Andean Volcanic Zone,29757,False,,,,False,False,False
Southern Andean Volcanic Zone,29780,False,,,,False,False,False
Southern Andean Volcanic Zone,29792,False,,,,False,False,False
Kamchatka arc front,2195,True,10.1007/s004100050449,1998.0,A U-SERIES STUDY OF LAVAS FROM KAMCHATKA AND THE ALEUTIANS: CONSTRAINTS ON SOURCE COMPOSITION AND MELTING PROCESSES,False,False,False
Kamchatka arc front,2475,True,10.1016/S0016-7037(96)00349-3,1997.0,TRACE ELEMENT AND SR-ND-PB ISOTOPIC CONSTRAINTS ON A THREE-COMPONENT MODEL OF KAMCHATKA ARC PETROGENESIS,False,False,False
Kamchatka arc front,2481,True,10.1029/95JB02404,1996.0,INSIGHTS INTO THE VOLCANIC ARC MANTLE WEDGE FROM MAGNESIAN LAVAS FROM THE KAMCHATKA ARC,False,False,False
Kamchatka arc front,2485,True,10.1093/petrology/35.1.1,1994.0,"KLYUCHEVSKOY VOLCANO, KAMCHATKA, RUSSIA: THE ROLE OF HIGH-FLUX RECHARGED, TRAPPED, AND FRACTIONATED MAGMA CHAMBER(S) IN THE GENESIS OF HIGH-AL2O3 FROM HIGH-MGO BASALT",False,False,False
Kamchatka arc front,2486,True,10.1016/0012-821X(95)00196-J,1995.0,"PB ISOTOPE COMPOSITION OF KLYUCHEVSKOY VOLCANO, KAMCHATKA AND NORTH PACIFIC SEDIMENTS: IMPLICATIONS FOR MAGMA GENESIS AND CRUSTAL RECYCLING IN THE KAMCHATKAN ARC",False,False,False
Kamchatka arc front,2489,True,10.1038/344031a0,1990.0,THE SUBDUCTED COMPONENT IN ISLAND ARC LAVAS: CONSTRAINTS FROM BE ISOTOPES AND B-BE SYSTEMATICS,False,False,False
Kamchatka arc front,2506,True,10.1029/GL004i010p00465,1977.0,THE SOURCES OF ISLAND ARCS AS INDICATED BY ND AND SR ISOTOPIC STUDIES,False,False,False
Kamchatka arc front,2511,True,10.1007/BF00371044,1979.0,MAGMA GENESIS IN THE NEW BRITAIN ISLAND ARC: CONSTRAINTS FROM ND AND SR ISOTOPES AND TRACE ELEMENT PATTERNS,False,False,False
Kamchatka arc front,2725,True,,1978.0,FEATURES OF PYROCLASTICS OF THE NORTHERN BREAKTHROUGH OF THE GREAT TOLBACHIK FISSURE ERUPTION AND THE ORIGIN OF ITS PALE-GRAY ASH,False,False,False
Kamchatka arc front,3048,True,10.1080/00206819409465467,1994.0,"GEOCHEMICAL TYPES, PETROLOGY, AND GENESIS OF LATE CENOZOIC VOLCANIC ROCKS FROM THE KURILE-KAMCHATKA ISLAND.ARC SYSTEM",False,False,False
Kamchatka arc front,3268,True,10.1086/629709,1994.0,ON THE TECTONIC SIGNIFICANCE OF ARC VOLCANISM IN NORTHERN KAMCHATKA,False,False,False
Kamchatka arc front,3272,True,10.1016/S0009-2541(98)00154-5,1999.0,"THE GENESIS OF STABLE ISOTOPE (O, H) RECORD IN ARC MAGMAS: THE KAMCHATKAS CASE",False,False,False
Kamchatka arc front,3317,True,,1981.0,GEOCHEMICAL CHARACTERISTICS OF QUATERNARY VOLCANISM OF THE  KURILE-KAMCHATKA ISLAND ARC AND SOME PROBLEMS OF PETROGENESIS,False,False,False
Kamchatka arc front,3393,True,,1994.0,GEOCHEMISTRY OF VOLCANIC ROCKS OF THE EOCENE-OLIGOCENE ISLAND ARC (KAMCHATKA),False,False,False
Kamchatka arc front,3480,True,10.1038/346163a0,1990.0,URANIUM AND 10BE ENRICHMENTS BY FLUIDS IN ANDEAN ARC MAGMAS,False,False,False
Kamchatka arc front,3509,True,10.1016/S0012-821X(99)00288-5,2000.0,"HYDRATED SUB-ARC MANTLE: A SOURCE FOR THE KLUCHEVSKOY VOLCANO, KAMCHATKA/RUSSIA",False,False,False
Kamchatka arc front,3607,True,10.1007/BF00310868,1994.0,"A MODEL OF REVERSE DIFFERENTIATION AT DIKII GREBEN^ VOLCANO, KAMCHATKA: PROGRESSIVE BASIC MAGMA VESICULATION IN A SILICIC MAGMA CHAMBER",False,False,False
Kamchatka arc front,3988,True,,1995.0,GENESIS OF HIGH-ALUMINA BASALTS FROM KLYUCHEVSKOI VOLCANO,False,False,False
Kamchatka arc front,4276,True,10.1093/petrology/42.8.1567,2001.0,"SOURCES AND FLUIDS IN THE MANTLE WEDGE BELOW KAMCHATKA, EVIDENCE FROM ACROSS-ARC GEOCHEMICAL VARIATION",False,True,True
Kamchatka arc front,4590,True,10.1016/S0012-821X(01)00453-8,2001.0,HAFNIUM ISOTOPE EVIDENCE FOR ^CONSERVATIVE^ ELEMENT MOBILITY DURING SUBDUCTION ZONE PROCESSES,False,False,False
Kamchatka arc front,4647,True,10.1016/0377-0273(83)90015-X,1983.0,"POTASSIUM-RICH VOLCANIC ROCKS OF THE MURIAH COMPLEX, JAVA, INDONESIA: PRODUCTS OF MULTIPLE MAGMA SOURCES?",False,False,False
Kamchatka arc front,4769,True,10.1007/BF00287109,1995.0,FORMATION OF A THIRD VOLCANIC CHAIN IN KAMCHATKA: GENERATION OF UNUSUAL SUBDUCTION-RELATED MAGMAS,False,False,False
Kamchatka arc front,4788,True,10.1016/S0377-0273(00)00203-1,2000.0,LATE PLEISTOCENE TO HOLOCENE ACTIVITY AT BAKENING VOLCANO AND SURROUNDING MONOGENETIC CENTERS (KAMCHATKA): VOLCANIC GEOLOGY AND GEOCHEMICAL EVOLUTION,False,True,True
Kamchatka arc front,6279,True,10.1016/S0009-2541(02)00417-5,2003.0,THE NATURE OF METASOMATISM IN THE SUB-ARC MANTLE WEDGE: EVIDENCE FROM RE-OS ISOTOPES IN KAMCHATKA PERIDOTITE XENOLITHS,False,False,False
Kamchatka arc front,6818,True,10.1016/j.gca.2003.07.009,2004.0,VOLCANIC ARC OF KAMCHATKA: A PROVINCE WITH HIGH-D18O MAGMA SOURCES AND LARGE-SCALE 18O/16O DEPLETION OF THE UPPER CRUST,False,False,False
Kamchatka arc front,7063,True,10.1016/j.epsl.2004.05.030,2004.0,BEHAVIOUR OF HIGH FIELD STRENGTH ELEMENTS IN SUBDUCTION ZONES: CONSTRAINTS FROM KAMCHATKA-ALEUTIAN ARC LAVAS,False,True,True
Kamchatka arc front,7176,True,10.1016/j.jvolgeores.2004.07.014,2005.0,AUSTRALIA AND INDONESIA IN COLLISION: GEOCHEMICAL SOURCES OF MAGMATISM,False,False,False
Kamchatka arc front,7201,True,10.1093/petrology/egh059,2004.0,"THE 1996 ERUPTION OF KARYMSKY VOLCANO, KAMCHATKA: HISTORICAL RECORD OF BASALTIC REPLENISHMENT OF AN ANDESITE RESERVOIR",False,False,False
Kamchatka arc front,7321,True,,1999.0,OXYGEN ISOTOPE GEOCHEMISTRY OF EXTRUSIVE ROCKS OF THE KURILE-KAMCHATKA ARC,False,False,False
Kamchatka arc front,7640,True,,2000.0,"VARIATIONS IN ISOTOPIC AND TRACE-ELEMENT COMPOSITION OF LAVAS FROM VOLCANOES OF THE NORTHERN GROUP, KAMCHATKA, IN RELATION TO SPECIFIC FEATURES OF SUBDUCTION",False,False,False
Kamchatka arc front,7862,True,10.1016/j.epsl.2005.04.014,2005.0,OXYGEN ISOTOPE EVIDENCE FOR SLAB MELTING IN MODERN AND ANCIENT SUBDUCTION ZONES,False,False,False
Kamchatka arc front,9597,True,10.1016/j.jseaes.2005.04.009,2006.0,"CRETACEOUS ACCRETIONARY COMPLEX RELATED TO OKHOTSK-CHUKOTKA SUBDUCTION, OMGON RANGE, WESTERN KAMCHATKA, RUSSIAN FAR EAST",False,False,False
Kamchatka arc front,9813,True,10.1016/j.gca.2006.09.018,2007.0,DRASTIC SHIFT IN LAVA GEOCHEMISTRY IN THE VOLCANIC-FRONT TO REAR-ARC REGION OF THE SOUTHERN KAMCHATKAN SUBDUCTION ZONE: EVIDENCE FOR THE TRANSITION FROM SLAB SURFACE DEHYDRATION TO SEDIMENT MELTING,False,False,False
Kamchatka arc front,9909,True,10.1093/petrology/egl065,2007.0,"MELTING AND MULTI-STAGE METASOMATISM IN THE MANTLE WEDGE BENEATH A FRONTAL ARC INFERRED FROM HIGHLY DEPLETED PERIDOTITE XENOLITHS FROM THE AVACHA VOLCANO, SOUTHERN KAMCHATKA",False,False,False
Kamchatka arc front,10896,True,10.1016/j.gca.2007.08.006,2007.0,"A 210PB-226RA-230TH-238U STUDY OF KLYUCHEVSKOY AND BEZYMIANNY VOLCANOES, KAMCHATKA",False,False,False
Kamchatka arc front,10990,True,,1997.0,"PETROLOGICAL-GEOCHEMICAL MODEL FOR GENETIC RELATIONSHIPS BETWEEN BASALTIC AND ANDESITIC MAGMATISM OF KLYUCHEVSKOY AND BEZYMYANNYI VOLCANOES, KAMCHATKA",False,False,False
Kamchatka arc front,11661,True,10.1134/S1028334X08010091,2008.0,"COMPOSITIONAL HETEROGENEITY OF THE ISLAND-ARC ROCKS OF THE KRONOTSKY AND KAMCHATSKY MYS SEGMENTS OF THE KRONOTSKY PALEOARC, KAMCHATKA",False,False,False
Kamchatka arc front,12332,True,10.1134/S1028334X08040168,2008.0,"FIRST DATA ON THE DISTRIBUTION OF PLATINUM GROUP ELEMENTS (IR, OS, RU, PT, AND PD) AND RE IN ISLAND-ARC BASALTS OF KAMCHATKA",False,False,False
Kamchatka arc front,12598,True,10.1016/j.lithos.2008.02.010,2008.0,LIMITED INFLUENCE OF SUBDUCTED CONTINENTAL MATERIAL ON MINERALOGY AND ELEMENTAL GEOCHEMISTRY OF PRIMITIVE MAGMAS FROM INDONESIA-AUSTRALIA COLLISION ZONE,False,False,False
Kamchatka arc front,12740,True,10.1134/S086959110803003X,2008.0,EARLY CENOZOIC MAGMATISM IN THE CONTINENTAL MARGIN OF KAMCHATKA,False,False,False
Kamchatka arc front,12904,True,10.1007/s00410-008-0330-0,2009.0,"THE ORIGIN OF HYDROUS, HIGH-D18O VOLUMINOUS VOLCANISM: DIVERSE OXYGEN ISOTOPE VALUES AND HIGH MAGMATIC WATER CONTENTS WITHIN THE VOLCANIC RECORD OF KLYUCHEVSKOY VOLCANO, KAMCHATKA, RUSSIA",False,False,False
Kamchatka arc front,13270,True,,1999.0,GEOCHEMISTRY AND PETROLOGY OF LATE CRETACEOUS AND CENOZOIC BASALTS FROM EXTENSIONAL ZONES AT THE CONTINENTAL MARGIN OF NORTHEASTERN ASIA,False,False,False
Kamchatka arc front,13358,True,10.1134/S0016702909040028,2009.0,GEODYNAMIC SETTINGS AND MAGMA SOURCES OF THE LATE CRETACEOUS-EARLY PALEOCENE MAGMATIC COMPLEXES OF NORTHERN KAMCHATKA,False,False,False
Kamchatka arc front,13647,True,10.1016/j.gr.2009.02.008,2009.0,"PACIFIC SUPERPLUME-RELATED OCEANIC BASALTS HOSTED BY ACCRETIONARY COMPLEXES OF CENTRAL ASIA, RUSSIAN FAR EAST AND JAPAN",False,False,False
Kamchatka arc front,15259,True,10.1016/j.gca.2011.01.031,2011.0,THE EARTH^S TUNGSTEN BUDGET DURING MANTLE MELTING AND CRUST FORMATION,False,False,False
Kamchatka arc front,15280,True,10.1134/S0742046309060013,2009.0,THE KARYMSKII VOLCANIC CENTER: VOLCANIC ROCK GEOCHEMISTRY,False,False,False
Kamchatka arc front,15404,True,10.1007/s00410-010-0565-4,2011.0,"HIGH-MG# ANDESITIC LAVAS OF THE SHISHEISKY COMPLEX, NORTHERN KAMCHATKA: IMPLICATIONS FOR PRIMITIVE CALC-ALKALINE MAGMATISM",False,False,False
Kamchatka arc front,15438,True,10.1130/G20853.1,2005.0,TRANSITION FROM ARC TO OCEANIC MAGMATISM AT THE KAMCHATKA-ALEUTIAN JUNCTION,False,False,False
Kamchatka arc front,15897,True,,1999.0,"KHARCHINSKII AND ZARECHNYI VOLCANOES, UNIQUE CENTERS OF LATE PLEISTOCENE MAGNESIAN BASALTS IN KAMCHATKA: COMPOSITION OF ERUPTED ROCKS",False,False,False
Kamchatka arc front,15899,True,,2001.0,MELT INCLUSIONS IN MINERALS OF ALLIVALITES OF THE KURIL-KAMCHATKA ISLAND ARC,False,False,False
Kamchatka arc front,17884,True,10.1134/S1028334X13090201,2013.0,FIRST DATA ON COMPOSITION OF THE VOLCANIC ROCKS OF THE IVS 50TH ANNIVERSARY FISSURE TOLBACHIK ERUPTION (KAMCHATKA),False,False,False
Kamchatka arc front,18976,True,10.1007/s00410-014-1067-6,2014.0,"DECIPHERING PETROGENIC PROCESSES USING PB ISOTOPE RATIOS FROM TIME-SERIES SAMPLES AT BEZYMIANNY AND KLYUCHEVSKOY VOLCANOES, CENTRAL KAMCHATKA DEPRESSION",False,False,False
Kamchatka arc front,19034,True,10.1016/j.jvolgeores.2014.09.003,2014.0,"EVOLUTION AND GENESIS OF VOLCANIC ROCKS FROM MUTNOVSKY VOLCANO, KAMCHATKA",False,True,True
Kamchatka arc front,19961,True,10.1016/j.jvolgeores.2015.07.014,2015.0,"MONITORING OF THE VOLCANIC ROCK COMPOSITIONS DURING THE 2012-2013 FISSURE ERUPTION AT TOLBACHIK VOLCANO, KAMCHATKA",False,False,False
Kamchatka arc front,19962,True,10.1016/j.jvolgeores.2015.08.015,2015.0,"GEOCHEMISTRY OF THE LATE HOLOCENE ROCKS FROM THE TOLBACHIK VOLCANIC FIELD, KAMCHATKA: QUANTITATIVE MODELLING OF SUBDUCTION-RELATED OPEN MAGMATIC SYSTEMS",False,False,False
Kamchatka arc front,19963,True,10.1016/j.jvolgeores.2015.10.026,2015.0,"PETROLOGICAL AND GEOCHEMICAL EVOLUTION OF THE TOLBACHIK VOLCANIC MASSIF, KAMCHATKA, RUSSIA",False,False,False
Kamchatka arc front,20025,True,10.1016/j.epsl.2015.12.034,2016.0,"GOLD RECYCLING AND ENRICHMENT BENEATH VOLCANOES: A CASE STUDY OF TOLBACHIK, KAMCHATKA",False,False,False
Kamchatka arc front,20346,True,10.1016/j.gca.2016.03.033,2016.0,"GEOCHEMISTRY OF BASALTS FROM SMALL ERUPTIVE CENTERS NEAR VILLARRICA STRATOVOLCANO, CHILE: EVIDENCE FOR LITHOSPHERIC MANTLE COMPONENTS IN CONTINENTAL ARC MAGMAS",False,True,True
Kamchatka arc front,20395,True,10.1007/s00445-016-1038-z,2016.0,ABRUPT TRANSITION FROM FRACTIONAL CRYSTALLIZATION TO MAGMA MIXING AT GORELY VOLCANO (KAMCHATKA) AFTER CALDERA COLLAPSE,False,False,False
Kamchatka arc front,20793,True,10.1016/j.epsl.2015.06.061,2015.0,COPPER ISOTOPIC COMPOSITION OF THE SILICATE EARTH,False,False,False
Kamchatka arc front,21026,True,10.1007/s00410-017-1347-z,2017.0,"A PETROLOGICAL AND GEOCHEMICAL STUDY ON TIME-SERIES SAMPLES FROM KLYUCHEVSKOY VOLCANO, KAMCHATKA ARC",False,False,False
Kamchatka arc front,21486,True,10.1016/j.lithos.2017.08.012,2017.0,"PLATINUM-GROUP ELEMENTS AND GOLD IN SULFIDE MELTS FROM MODERN ARC BASALT (TOLBACHIK VOLCANO, KAMCHATKA)",False,False,False
Kamchatka arc front,21668,True,10.1016/j.chemgeo.2017.09.013,2018.0,"SILICATE-SULFIDE LIQUID IMMISCIBILITY IN MODERN ARC BASALT (TOLBACHIK VOLCANO, KAMCHATKA): PART I. OCCURRENCE AND COMPOSITIONS OF SULFIDE MELTS",False,False,False
Kamchatka arc front,22052,True,10.1016/j.epsl.2018.04.039,2018.0,CONTROLS ON THE IRON ISOTOPIC COMPOSITION OF GLOBAL ARC MAGMAS,False,False,False
Kamchatka arc front,22360,True,10.1016/j.rgg.2018.08.003,2018.0,HIGH-K BASALTIC TRACHYANDESITE XENOLITHS IN PYROCLASTIC DEPOSITS FROM THE BEZYMIANNY VOLCANO (KAMCHATKA),False,False,False
Kamchatka arc front,22526,True,10.1016/j.lithos.2018.10.011,2018.0,CHROMIUM SPINEL IN LATE QUATERNARY VOLCANIC ROCKS FROM KAMCHATKA: IMPLICATIONS FOR SPATIAL COMPOSITIONAL VARIABILITY OF SUBARC MANTLE AND ITS OXIDATION STATE,False,False,False
Kamchatka arc front,22560,True,10.1134/S0742046308040027,2008.0,"Olivine Basalts at the Karymskii Volcanic Center: Mineralogy, Petrogenesis, and Magma Sources",False,False,False
Kamchatka arc front,22589,True,10.1016/j.jvolgeores.2013.01.019,2013.0,RELATIONSHIP BETWEEN KAMEN VOLCANO AND THE KLYUCHEVSKAYA GROUP OF VOLCANOES (KAMCHATKA),False,False,False
Kamchatka arc front,22592,True,10.1016/j.jvolgeores.2013.01.003,2013.0,"DECODING CRYSTAL FRACTIONATION IN CALC-ALKALINE MAGMAS FROM THE BEZYMIANNY VOLCANO (KAMCHATKA, RUSSIA) USING MINERAL AND BULK ROCK COMPOSITIONS",False,False,False
Kamchatka arc front,23079,True,10.1134/S0869591119030020,2019.0,"EVOLUTION OF THE ISOTOPIC-GEOCHEMICAL COMPOSITION OF ROCKS OF UKSICHAN VOLCANO, SREDINNYI RANGE, KAMCHATKA, AND ITS RELATIONS TO THE TECTONIC RESTYLING OF KAMCHATKA IN THE NEOGENE",False,False,False
Kamchatka arc front,23355,True,10.1029/2019GC008478,2019.0,"FRAGMENTS OF METASOMATIZED FOREARC: ORIGIN AND IMPLICATIONS OF MAFIC AND ULTRAMAFIC XENOLITHS FROM KHARCHINSKY VOLCANO, KAMCHATKA",False,False,False
Kamchatka arc front,23448,True,10.1016/j.lithos.2018.07.029,2018.0,"TEXTURAL, MORPHOLOGICAL AND COMPOSITIONAL VARIETIES OF MODERN ARC SULFIDES: A CASE STUDY OF THE TOLBACHIK VOLCANO, KAMCHATKA",False,False,False
Kamchatka arc front,24346,True,10.1016/j.jvolgeores.2020.107108,2020.0,"AMPHIBOLE RECORD OF THE 1964 PLINIAN AND FOLLOWING DOME-FORMING ERUPTIONS OF SHIVELUCH VOLCANO, KAMCHATKA",False,False,False
Kamchatka arc front,24876,True,10.1029/2020GC009608,2021.0,THALLIUM ISOTOPE FRACTIONATION DURING MAGMA DEGASSING: EVIDENCE FROM EXPERIMENTS AND KAMCHATKA ARC LAVAS,False,True,True
Kamchatka arc front,25752,True,10.1016/j.lithos.2022.106608,2022.0,PLATINUM-GROUP ELEMENTS IN LATE QUATERNARY HIGH-MG BASALTS OF EASTERN KAMCHATKA: EVIDENCE FOR MINOR CRYPTIC SULFIDE FRACTIONATION IN PRIMITIVE ARC MAGMAS,False,False,False
Kamchatka arc front,26179,True,10.1093/petrology/egac087,2022.0,"TRACING VOLATILES, HALOGENS, AND CHALCOPHILE METALS DURING MELT EVOLUTION AT THE TOLBACHIK MONOGENETIC FIELD, KAMCHATKA",False,False,False
Kamchatka arc front,26335,True,10.3389/feart.2021.791465,2021.0,NOBLE METALS IN ARC BASALTIC MAGMAS WORDWIDE: A CAST STUDY OF MODERN AND PRE-HISTORIC LAVAS OF TOLBACHIK VOLCANO,False,False,False
Kamchatka arc front,26337,True,10.1134/S0869591122050022,2022.0,PAUZHETKA CALDERA (SOUTH KAMCHATKA): ?XPLORING TEMPORAL EVOLUTION AND ORIGIN OF VOLUMINOUS SILICIC MAGMATISM,False,False,False
Kamchatka arc front,26813,True,10.5880/digis.2023.002,2023.0,GEOCHEMICAL DATA ON THE LATE-CRETACEOUS PRIMITIVE INTRAOCEANIC ARC LAVAS OF THE OLYUTORSKY TERRAIN,False,False,False
Kamchatka arc front,28817,True,10.1016/j.chemgeo.2024.122302,2024.0,MOLYBDENUM ISOTOPE INSIGHTS INTO RECYCLING OF WEDGE SERPENTINITE AND FORE-ARC CRUST IN SUBDUCTION ZONES,False,False,False
Kamchatka arc front,28846,True,10.1016/j.epsl.2024.119016,2024.0,TRACING ISLAND ARC PETROGENESIS USING POTASSIUM ISOTOPES,False,False,False
Kamchatka arc front,29479,False,,,,False,False,False
Kamchatka arc front,29802,False,,,,False,False,False
Kamchatka arc front,29835,False,,,,False,False,False
High Cascades,1701,True,10.1016/S0012-821X(99)00272-1,2000.0,LARGE VOLUME RECYCLING OF OCEANIC LITHOSPHERE OVER SHORT TIME SCALES: GEOCHEMICAL CONSTRAINTS FROM THE CARIBBEAN LARGE IGNEOUS PROVINCE,False,False,False
High Cascades,2261,True,10.1016/S0012-821X(00)00051-0,2000.0,"RE-OS ISOTOPIC SYSTEMATICS OF PRIMITIVE LAVAS FROM THE LASSEN REGION OF THE CASCADE ARC, CALIFORNIA",False,False,False
High Cascades,3208,True,10.1093/petrology/35.6.1521,1994.0,"MULTIPLE ISOTOPIC COMPONENTS IN QUATERNARY VOLCANIC ROCKS OF THE CASCADE ARC NEAR CRATER LAKE, OREGON",False,False,False
High Cascades,3406,True,,1992.0,"SPATIAL VARIATION IN CHEMICAL COMPOSITION OF PLIOCENE AND QUATERNARY VOLCANIC ROCKS IN SOUTHWESTERN HOKKAIDO, NORTHEASTERN JAPAN ARC",False,False,False
High Cascades,3576,True,10.1016/0377-0273(93)90042-P,1993.0,THE ORIGIN OF MOUNT ST. HELENS ANDESITES,False,False,False
High Cascades,3613,True,10.1007/BF01052863,1994.0,"PRIMITIVE BASALTS AND ANDESITES FROM THE MT. SHASTA REGION, N. CALIFORNIA: PRODUCTS OF VARYING MELT FRACTION AND WATER CONTENT",False,False,False
High Cascades,3657,True,,1997.0,"THE VARIABLE ROLE OF SLAB-DERIVED FLUIDS IN THE GENERATION OF A SUITE OF PRIMITIVE CALC-ALKALINE LAVAS FROM THE SOUTHERNMOST CASCADES, CALIFORNIA",False,False,False
High Cascades,3754,True,10.1016/0012-821X(83)90040-7,1983.0,THE ISOTOPIC AND CHEMICAL EVOLUTION OF MOUNT ST. HELENS,False,False,False
High Cascades,3755,True,10.1029/JB095iB12p19561,1990.0,COMPOSITIONAL DIVERSITY OF LATE CENOZOIC BASALTS IN A TRANSECT ACROSS THE SOUTHERN WASHINGTON CASCADES: IMPLICATIONS FOR SUBDUCTION ZONE MAGMATISM,False,False,False
High Cascades,3796,True,10.1029/JB092iB10p10313,1987.0,PETROGENESIS OF MOUNT ST. HELENS DACITIC MAGMAS,False,False,False
High Cascades,4134,True,,1983.0,TWO OPHIOLITE SEQUENCES FROM THE BASEMENT OF THE NORTHERN TONGA ARC,False,False,False
High Cascades,4190,True,10.1016/0016-7037(95)00405-X,1996.0,THE ROLE OF HYDROTHERMAL FLUIDS IN THE PRODUCTION OF SUBDUCTION ZONE MAGMAS: EVIDENCE FROM SIDEROPHILE AND CHALCOPHILE TRACE ELEMENTS AND BORON,False,False,False
High Cascades,4325,True,10.1007/BF02596890,1973.0,THE BEFORE-ERUPTION WATER CONTENT OF SOME HIGH-ALUMINA MAGMAS,False,False,False
