candidate,target,raw_whole_rock_rows,strict_model_ready_rows,publication_overlap_petdb,exact_name_collision_n,status
South Mid-Atlantic Ridge 18-20.6 S Table S1,MORB,12,12,False,0,strict_external_candidate
