direction,ontology_variant,model,train_n,test_n,fit_seconds,accuracy,balanced_accuracy,macro_f1,weighted_f1,log_loss
GEOROC_to_PetDB,broad_cib,logistic_balanced,54012,2498,0.6667,0.7970376301040832,0.7321232180776261,0.7374377789142286,0.7880870587106503,0.7244911379366694
GEOROC_to_PetDB,broad_cib,random_forest_balanced,54012,2498,3.6822,0.8130504403522818,0.8482391548259564,0.8040037001781185,0.8199207152254758,0.8753740026116974
PetDB_to_GEOROC,broad_cib,logistic_balanced,2498,54012,0.0422,0.5579130563578464,0.6256506698075004,0.5254087963833525,0.5692003772365207,1.1519999202108155
PetDB_to_GEOROC,broad_cib,random_forest_balanced,2498,54012,0.5687,0.5069799303858402,0.6481908939464976,0.4841814763446708,0.4934764424540175,1.1410167492336105
GEOROC_to_PetDB,rift_aligned_cib,logistic_balanced,27349,2498,0.2631,0.7594075260208166,0.7055262055780952,0.7022079162711541,0.7549440634088626,0.728992438688304
GEOROC_to_PetDB,rift_aligned_cib,random_forest_balanced,27349,2498,1.6226,0.8266613290632506,0.7835752888680254,0.7877165382812876,0.8197869046047531,0.7931621008026382
PetDB_to_GEOROC,rift_aligned_cib,logistic_balanced,2498,27349,0.0467,0.7159311126549417,0.6284890214258595,0.5951830655331911,0.7363570801020122,0.8335467021102101
PetDB_to_GEOROC,rift_aligned_cib,random_forest_balanced,2498,27349,0.6021,0.7592965007861348,0.6563089020991356,0.6191498450810421,0.7636656906943681,0.6650413868967013
