model,cohort,n,predicted_share_arc,predicted_share_cib,predicted_share_morb,predicted_share_oib,mean_prob_arc,mean_prob_cib,mean_prob_morb,mean_prob_oib
logistic_balanced,VATE_TROUGH_BACK_ARC_TRANSITION,21,0.19047619047619047,0.0,0.8095238095238095,0.0,0.2646038729956765,0.022085932976624367,0.6532124469674264,0.060097747060272634
random_forest_balanced,VATE_TROUGH_BACK_ARC_TRANSITION,21,0.14285714285714285,0.047619047619047616,0.7619047619047619,0.047619047619047616,0.2557091075907531,0.044638213490990696,0.5513601372103986,0.14829254170785772
