cv_strategy,input_spec,n_folds,accuracy_mean,accuracy_sd,balanced_accuracy_mean,balanced_accuracy_sd,macro_f1_mean,macro_f1_sd,log_loss_mean
citation_set_grouped,broad_missingness_only,5,0.30737828463232686,0.0884938851994399,0.38552852129373505,0.023779665639315713,0.28927855069213804,0.03421846908759957,1.080124630388711
citation_set_grouped,broad_values,5,0.8153702534314593,0.01182495790966424,0.7748578018608273,0.009688546434741265,0.7832912676717811,0.010203336090021073,0.477365059641329
citation_set_grouped,broad_values_plus_missing,5,0.8157190068522153,0.012291729282101229,0.7731623604157175,0.01230322818173751,0.78178041620129,0.011852353258841694,0.4823609702834353
citation_set_grouped,immobile_values,5,0.7722823456316659,0.011100576311606313,0.727114807121564,0.012502095693944663,0.7304486128706891,0.015946634414389132,0.5561860929645879
location_root_grouped,broad_missingness_only,5,0.2961204129366973,0.0977245695295093,0.31712916250124995,0.05530937635252385,0.25758515738012494,0.041528958334564485,1.1277471260224603
location_root_grouped,broad_values,5,0.730036478003166,0.02304477380106722,0.6283193464124511,0.05961361559798212,0.6400809071916955,0.05881241281151243,0.6595534017935506
location_root_grouped,broad_values_plus_missing,5,0.7291523596105026,0.022327726977094304,0.6280061195234253,0.059271828844294605,0.6392359753899093,0.058052260594210175,0.6698599989344312
location_root_grouped,immobile_values,5,0.6736942012563378,0.027343051197563296,0.5782973963599625,0.04928025685664119,0.583416229391599,0.048713250820685276,0.7393048938678588
