model,cohort,target,n,target_recall,mean_target_probability,median_target_probability,mean_outside_train_1_99_n,share_with_any_outside_train_1_99,predicted_share_arc,mean_prob_arc,predicted_share_cib,mean_prob_cib,predicted_share_morb,mean_prob_morb,predicted_share_oib,mean_prob_oib,balanced_accuracy_two_observed_classes
logistic_balanced,ARC_FRONT_STRICT,ARC,12,1.0,0.9931916576469195,0.999971265187503,0.5833333333333334,0.3333333333333333,1.0,0.9931916576469195,0.0,0.0041146003050529616,0.0,0.002672492062392015,0.0,2.1249985635657807e-05,
logistic_balanced,RGR_CIB_STRICT,CIB,28,0.39285714285714285,0.33378171621366476,0.14714184029705688,0.39285714285714285,0.21428571428571427,0.6071428571428571,0.5805968691878377,0.39285714285714285,0.33378171621366476,0.0,0.08455077387702829,0.0,0.001070640721469366,
logistic_balanced,BACK_ARC_TRANSITION,UNSCORED_TRANSITION,21,,,,0.09523809523809523,0.047619047619047616,0.23809523809523808,0.2884985956720291,0.0,0.0011110241199669985,0.7619047619047619,0.710240899728428,0.0,0.00014948047957585972,
logistic_balanced,ARC_CIB_COMBINED_STRICT,TWO_CLASS_SUBSET_OF_FOUR_CLASS_MODEL,40,0.575,0.5316046986436411,0.652791602789798,0.45,0.25,,,,,,,,,0.6964285714285714
random_forest_balanced,ARC_FRONT_STRICT,ARC,12,1.0,0.9183740396868946,0.9425368770377832,0.5833333333333334,0.3333333333333333,1.0,0.9183740396868946,0.0,0.01681888541826573,0.0,0.022766401655551993,0.0,0.042040673239287674,
random_forest_balanced,RGR_CIB_STRICT,CIB,28,0.2857142857142857,0.3342929579682016,0.30980345330654446,0.39285714285714285,0.21428571428571427,0.4642857142857143,0.2797637434681972,0.2857142857142857,0.3342929579682016,0.25,0.3511367539867002,0.0,0.03480654457690101,
random_forest_balanced,BACK_ARC_TRANSITION,UNSCORED_TRANSITION,21,,,,0.09523809523809523,0.047619047619047616,0.09523809523809523,0.2578465148192146,0.0,0.03974414923686466,0.9047619047619048,0.6227594396170791,0.0,0.07964989632684166,
random_forest_balanced,ARC_CIB_COMBINED_STRICT,TWO_CLASS_SUBSET_OF_FOUR_CLASS_MODEL,40,0.5,0.5095172824838095,0.4073390408239143,0.45,0.25,,,,,,,,,0.6428571428571428
