model,validation,n,accuracy,balanced_accuracy,macro_f1,weighted_f1,log_loss,mean_prob_actual
logistic_balanced,external_four_class_two_province_minimum,231,0.44155844155844154,0.5762561842918986,0.48600136705399866,0.42000585880285135,1.3216400851975372,0.473215388474959
random_forest_balanced,external_four_class_two_province_minimum,231,0.7445887445887446,0.8217687074829931,0.764406254787417,0.7550047927429328,0.7554105189253433,0.5923881525784304
